County,Constituency,Sub-County,IEBC_CN,IEBC-CC,IEBC-CN,IEBC-CONSC,VOTERS,ColCODE,ConstNAME,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Kisumu,Seme,Seme,SEME ,42,KISUMU ,241,62045,241,Seme,71345361,102136525,108190093,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,184129901,170469856.7,182982585
Kisumu,Nyando,Nyando,NYANDO ,42,KISUMU ,242,80757,242,Nyando,78207229,112532435,119293253,81896551.72,98189655.17,109040875.5,137367724.1,137220379.3,137088879,145087603,166593720,179501954.5,192613248
Kisumu,Muhoroni,Muhoroni,MUHORONI ,42,KISUMU ,243,79765,243,Muhoroni,77191889,110994169,117650337,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175425810,179441954.5,192613248
Kisumu,Nyakach,Nyakach,NYAKACH ,42,KISUMU ,244,77934,244,Nyakach,76741363,110311610,116921342,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179629954.5,192613248
Homa Bay,Kasipul,Kasipul,KASIPUL ,43,HOMA BAY,245,67513,245,Kasipul,75059249,107763163,114199520,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179534954.5,192613248
Homa Bay,Kabondo Kasipul,Kabondo Kasipul,KABONDO KASIPUL,43,HOMA BAY,246,59910,246,Kabondo-Kasipul,74918207,107549481,113971301,81896551.72,98189655.17,109040875.5,137367724.1,137247879.3,137088879,138215033,175361810,170537856.7,182982585
Homa Bay,Karachuonyo,Karachuonyo,KARACHUONYO ,43,HOMA BAY,247,94181,247,Karachuonyo,80295385,115696045,122672089,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,158832745,166593720,197386149.9,211874573
Homa Bay,Rangwe,Rangwe,RANGWE ,43,HOMA BAY,248,58886,248,Rangwe,72560942,103978163,110157021,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,192897991,170469856.7,182982585
Homa Bay,Homa Bay Town,Homa Bay Town,HOMA BAY TOWN,43,HOMA BAY,249,58335,249,Homabay-Town,72007472,103139640,109261452,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,166593720,170549856.7,182982585
Homa Bay,Ndhiwa,Ndhiwa,NDHIWA ,43,HOMA BAY,250,96734,250,Ndhiwa,84326539,121803350,129194883,81896551.72,98189655.17,109040875.5,137367724.1,137222879.3,137088879,158832745,166593720,197386149.9,211874573
Homa Bay,Suba North,Suba North,SUBA NORTH,43,HOMA BAY,251,60674,251,Suba-North,72307304,103593893,109746609,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,192897991,179441954.5,192613248
Homa Bay,Suba South,Suba South,SUBA SOUTH,43,HOMA BAY,252,54838,252,Suba-South,74630545,107113665,113505836,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,175361810,170469856.7,182982585
Migori,Rongo,Rongo,RONGO ,44,MIGORI ,253,59181,253,Rongo,70196227,100395557,106330685,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,166593720,170475856.7,182982585
Migori,Awendo,Awendo,AWENDO ,44,MIGORI ,254,55972,254,Awendo,71268576,102020193,108065848,81896551.72,98189655.17,109040875.5,137367724.1,137527879.3,137088879,138215033,166593720,170469856.7,182982585
Migori,Suna East,Suna East,SUNA EAST,44,MIGORI ,255,54465,255,Suna-East,74165609,106409274,112753524,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,166593720,170469856.7,182982585
Migori,Suna West,Suna West,SUNA WEST,44,MIGORI ,256,56686,256,Suna-West,73360562,105189607,111450881,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,166593720,170469856.7,182982585
Migori,Uriri,Uriri,URIRI ,44,MIGORI ,257,65063,257,Uriri,76761203,110341668,116953445,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,166593720,179441954.5,192613248
Migori,Nyatike,Nyatike,NYATIKE ,44,MIGORI ,258,73432,258,Nyatike,77092295,110843280,117489182,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,158832745,175361810,197386149.9,211874573
Migori,Kuria West,Kuria West,KURIA WEST,44,MIGORI ,259,62244,259,Kuria-West,86922090,125735678,133394733,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,158832745,192897991,197386149.9,211874573
Migori,Kuria East,Kuria East,KURIA EAST,44,MIGORI ,260,41976,260,Kuria-East,72988976,104626645,110849620,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,192897991,179481954.5,192613248
Kisii,Bonchari,Bonchari,BONCHARI ,45,KISII ,261,64630,261,Bonchari,74868981,107474902,113891649,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,175361810,170469856.7,182982585
Kisii,South Mugirango,South Mugirango,SOUTH MUGIRANGO,45,KISII ,262,79004,262,South-Mugirango,83063905,119890426,127151820,81896551.72,98189655.17,109040875.5,137367724.1,137223079.3,137088879,151960174,166593720,188476052.2,202243910
Kisii,Bomachoge Borabu,Bomachoge Borabu,BOMACHOGE BORABU,45,KISII ,263,56991,263,Bamachoge-Borabu,76430298,109840338,116418009,81896551.72,98189655.17,109040875.5,137367724.1,137209879.3,137088879,138215033,184129901,170469856.7,182982585
Kisii,Bobasi,Bobasi,BOBASI ,45,KISII ,264,106060,264,Bobasi,88552495,128205784,136032885,81896551.72,98189655.17,109040875.5,137367724.1,137112879.3,137088879,165705316,166593720,206358247.6,221505235
Kisii,Bomachoge Chache,Bomachoge Chache,BOMACHOGE CHACHE,45,KISII ,265,49301,265,Bamachoge-Chache,72710357,104204529,110398787,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,131342462,201666082,161497759,173351923
Kisii,Nyaribari Masaba,Nyaribari Masaba,NYARIBARI MASABA,45,KISII ,266,68593,266,Nyaribari-Masaba,77175000,110968581,117623008,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,157825629,179441954.5,192613248
Kisii,Nyaribari Chache,Nyaribari Chache,NYARIBARI CHACHE,45,KISII ,267,88553,267,Nyaribari-Chache,76941155,110614299,117244624,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,151960174,175361810,188414052.2,202243910
Kisii,Kitutu Chache North,Kitutu Chache North,KITUTU CHACHE NORTH,45,KISII ,268,56970,268,KitutuChache-North,77918354,112094781,118825826,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,184129901,170509856.7,182982585
Kisii,Kitutu Chache South,Kitutu Chache South,KITUTU CHACHE SOUTH,45,KISII ,269,66908,269,KitutuChache-South,73722278,105737617,112036174,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,166593720,179441954.5,192613248
Nyamira,Kitutu Masaba,Kitutu Masaba,KITUTU MASABA,46,NYAMIRA ,270,106269,270,Kitutu-Masaba,87769627,127019718,134766129,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,151960174,175361810,188414052.2,202243910
Nyamira,West Mugirango,West Mugirango,WEST MUGIRANGO,46,NYAMIRA ,271,88199,271,West-Mugirango,82977847,119760046,127012570,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,184129901,179441954.5,192613248
Nyamira,North Mugirango,North Mugirango,NORTH MUGIRANGO,46,NYAMIRA ,272,64750,272,North-Mugirango,76831905,110448783,117067847,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179448954.5,192623248
Nyamira,Borabu,Borabu,BORABU ,46,NYAMIRA ,273,64065,273,Borabu,75861165,108978086,115497096,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,175361810,170469856.7,182982585
Nairobi City,Westlands,Westlands,WESTLANDS ,47,NAIROBI CITY,274,160739,274,Westlands,65005250,92531090,97931187,81896551.72,98189655.17,109040875.5,137367724.1,137114879.3,137088879,145087603,166593720,179441954.5,192613248
Nairobi City,Dagoretti North,Dagoretti North,DAGORETTI NORTH,47,NAIROBI CITY,275,157659,275,Dagoretti-North,64977823,92489538,97886808,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179483419,192613248
Nairobi City,Dagoretti South,Dagoretti South,DAGORETTI SOUTH,47,NAIROBI CITY,276,114930,276,Dagoretti-South,64083427,91134504,96439588,81896551.72,98189655.17,109040875.5,137367724.1,137120879.3,137088879,145087603,175361810,179662954.5,192613248
Nairobi City,Lang’ata,Lang’ata,LANGATA ,47,NAIROBI CITY,277,145649,277,Langata,63146101,89714432,94922906,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179512454.5,192613248
Nairobi City,Kibra,Kibra,KIBRA ,47,NAIROBI CITY,278,128282,278,Kibra,67873541,96876627,102572356,81896551.72,98189655.17,109040875.5,137367724.1,137155879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Roysambu,Roysambu,ROYSAMBU ,47,NAIROBI CITY,279,153772,279,Roysambu,65441941,93192688,98637794,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Kasarani,Kasarani,KASARANI ,47,NAIROBI CITY,280,155250,280,Kasarani,63933229,90906951,96196554,81896551.72,98189655.17,109040875.5,137367724.1,137159879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Ruaraka,Ruaraka,RUARAKA ,47,NAIROBI CITY,281,124482,281,Ruaraka,67610957,96478805,102147470,81896551.72,98189655.17,109040875.5,137367724.1,137131879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Embakasi South,Embakasi South,EMBAKASI SOUTH,47,NAIROBI CITY,282,167953,282,Embakasi-South,65786834,93715211,99195865,81896551.72,98189655.17,109040875.5,137367724.1,137138879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Embakasi North,Embakasi North,EMBAKASI NORTH,47,NAIROBI CITY,283,113344,283,Embakasi-North,64607566,91928589,97287696,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179492954.5,192613248
Nairobi City,Embakasi Central,Embakasi Central,EMBAKASI CENTRAL,47,NAIROBI CITY,284,145892,284,Embakasi-Central,61693900,87514309,92573105,81896551.72,98189655.17,109040875.5,137367724.1,137128879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Embakasi East,Embakasi East,EMBAKASI EAST,47,NAIROBI CITY,285,154599,285,Embakasi-East,62401364,88586135,93717850,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,145087603,175361810,179441954.5,192613248
Nairobi City,Embakasi West,Embakasi West,EMBAKASI WEST,47,NAIROBI CITY,286,141878,286,Embakasi-West,61063686,86559518,91553359,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,138215033,175361810,170469856.7,182982585
Nairobi City,Makadara,Makadara,MAKADARA ,47,NAIROBI CITY,287,129627,287,Makadara,61674898,87485520,92542358,81896551.72,98189655.17,109040875.5,137367724.1,137140879.3,137088879,138215033,166593720,170469856.7,182982585
Nairobi City,Kamukunji,Kamukunji,KAMUKUNJI ,47,NAIROBI CITY,288,128516,288,Kamukunji,63213127,89815978,95031361,81896551.72,98189655.17,109040875.5,137367724.1,137246879.3,137088879,145087603,166593720,179441954.5,192613248
Nairobi City,Starehe,Starehe,STAREHE ,47,NAIROBI CITY,289,169575,289,Starehe,62559840,88826231,93974280,81896551.72,98189655.17,109040875.5,137367724.1,137164879.3,137088879,151960174,175361810,188414052.2,202243910
Nairobi City,Mathare,Mathare,MATHARE ,47,NAIROBI CITY,290,123163,290,Mathare,68489371,97809625,103568828,81896551.72,98189655.17,109040875.5,137367724.1,137088879.3,137088879,151960174,184129901,191352061.6,202243910
,,,,,,,,,,,,,,,,137367724.1,137116879.3,,,,,
